Q0085 YPL078c
YIL001w YOL133w
YIL002c YNL106c
YIL002c YOR109w
YIL004c YLR295c
YIL004c YML077w
YIL005w YLR295c
YIL008w YLR197w
YIL008w YLR288c
YIL008w YNL189w
YIL008w YOR326w
YIL011w YMR201c
YIL019w YMR258c
YIL021w YOL135c
YIL026c YJL074c
YIL026c YMR313c
YIL032c YLR295c
YIL033c YLR347c
YIL034c YKL007w
YIL035c YIL118w
YIL035c YNL088w
YIL035c YOR039w
YIL039w YLR039c
YIL045w YLR258w
YIL045w YOR178c
YIL048w YJL124c
YIL050w YLR295c
YIL054w YLR386w
YIL061c YLR153c
YIL061c YLR439w
YIL061c YNL199c
YIL063c YJR091c
YIL065c YJR091c
YIL068c YLR166c
YIL068c YPL179w
YIL070c YML054c
YIL072w YOR351c
YIL075c YLR421c
YIL076w YJR091c
YIL076w YLR262c
YIL079c YOL115w
YIL090w YPR141c
YIL092w YNR040w
YIL095w YLR200w
YIL095w YML094w
YIL095w YNL153c
YIL097w YOR117w
YIL105c YKL130c
YIL105c YMR068w
YIL105c YNL308c
YIL106w YNR052c
YIL106w YPR111w
YIL109c YLR268w
YIL110w YNL192w
YIL111w YLR295c
YIL112w YJL168c
YIL112w YNL298w
YIL115c YLR347c
YIL115c YOR160w
YIL119c YPR174c
YIL124w YLR295c
YIL126w YNL030w
YIL132c YLR376c
YIL144w YJR112w
YIL144w YMR117c
YIL144w YPL174c
YIL144w YPL260w
YIL144w YPR105c
YIL151c YLR121c
YIL156w YKL129c
YIL158w YIR002c
YIL159w YLR310c
YIL163c YPL161c
YIL169c YNR074c
YIR002c YJL092w
YIR005w YJL099w
YIR006c YNL084c
YIR006c YOR105w
YIR008c YLR453c
YIR009w YKL173w
YIR009w YLR288c
YIR009w YLR456w
YIR009w YNL091w
YIR009w YNL165w
YIR009w YOR011w
YIR009w YOR017w
YIR009w YOR264w
YIR009w YPL016w
YIR012w YJR004c
YIR014w YNL118c
YIR017c YJR060w
YIR017c YJR112w
YIR017c YNL016w
YIR025w YJR091c
YIR038c YLR026c
YIR038c YOL065c
YIR042c YPL240c
YJL001w YLR386w
YJL004c YJR022w
YJL004c YLR262c
YJL006c YKL139w
YJL006c YML112w
YJL013c YML094w
YJL013c YNL236w
YJL013c YPL008w
YJL015c YLR453c
YJL019w YOL012c
YJL020c YLR330w
YJL020c YOR081c
YJL020c YOR181w
YJL020c YPL086c
YJL023c YLR449w
YJL024c YPL195w
YJL030w YLR381w
YJL030w YMR078c
YJL030w YOL012c
YJL030w YPL008w
YJL030w YPL018w
YJL030w YPL241c
YJL030w YPR046w
YJL031c YPR176c
YJL034w YKL073w
YJL039c YLR447c
YJL041w YJL061w
YJL052w YNL189w
YJL053w YLR453c
YJL058c YLR373c
YJL058c YML098w
YJL058c YNL189w
YJL061w YMR047c
YJL062w YJL095w
YJL062w YJL099w
YJL062w YOL044w
YJL062w YPR045c
YJL064w YNR029c
YJL067w YPL020c
YJL074c YMR192w
YJL078c YKL157w
YJL090c YNL262w
YJL092w YLR103c
YJL092w YLR235c
YJL092w YOR144c
YJL092w YPR164w
YJL095w YJL099w
YJL095w YKL129c
YJL095w YLR330w
YJL095w YOR008c
YJL095w YOR326w
YJL095w YPL140c
YJL098w YKR028w
YJL099w YJL183w
YJL099w YLR337c
YJL099w YLR342w
YJL099w YML115c
YJL100w YLR295c
YJL112w YLL001w
YJL115w YLR103c
YJL115w YNL298w
YJL117w YLR423c
YJL121c YNL192w
YJL124c YKR026c
YJL124c YLR003c
YJL124c YLR342w
YJL124c YLR362w
YJL124c YLR418c
YJL124c YOL149w
YJL128c YNR031c
YJL138c YKR059w
YJL141c YOR197w
YJL143w YJR045c
YJL148w YJR075w
YJL148w YLR330w
YJL148w YOL006c
YJL152w YOR281c
YJL154c YLR039c
YJL154c YML094w
YJL154c YOR069w
YJL154c YPL031c
YJL157c YLR229c
YJL157c YOR212w
YJL166w YLR295c
YJL168c YKR029c
YJL168c YLR015w
YJL168c YML094w
YJL168c YNL294c
YJL168c YOR106w
YJL174w YLR150w
YJL174w YNL020c
YJL176c YJR075w
YJL176c YLR453c
YJL176c YOR290c
YJL179w YLR447c
YJL183w YLR330w
YJL183w YLR342w
YJL183w YNL153c
YJL185c YMR204c
YJL187c YNL094w
YJL187c YNL271c
YJL188c YMR307w
YJL190c YLR200w
YJL190c YML094w
YJL191w YNL041c
YJL196c YNL192w
YJL199c YJR091c
YJL199c YLR291c
YJL200c YOL133w
YJL203w YKR090w
YJL203w YLR067c
YJL203w YNR053c
YJL203w YOL136c
YJL203w YPR178w
YJL208c YKL222c
YJL208c YLR342w
YJL208c YNL192w
YJL210w YLR288c
YJL214w YNL192w
YJL218w YNL189w
YJR002w YNL075w
YJR003c YOL030w
YJR009c YML053c
YJR009c YNL189w
YJR019c YMR047c
YJR020w YNL092w
YJR022w YKR021w
YJR022w YKR104w
YJR022w YLR264w
YJR022w YLR269c
YJR022w YLR430w
YJR022w YLR438c-a
YJR022w YMR205c
YJR022w YMR268c
YJR022w YNL329c
YJR022w YOL140w
YJR022w YOR076c
YJR022w YPR017c
YJR024c YLR423c
YJR025c YLR288c
YJR033c YLR262c
YJR037w YNL189w
YJR038c YJR091c
YJR040w YLR262c
YJR043c YKL113c
YJR043c YMR190c
YJR043c YNL064c
YJR043c YNL250w
YJR043c YOR368w
YJR045c YOR232w
YJR049c YMR047c
YJR053w YLR200w
YJR053w YML064c
YJR053w YML094w
YJR053w YPL241c
YJR053w YPL269w
YJR053w YPR135w
YJR055w YNL192w
YJR055w YPL193w
YJR056c YNL189w
YJR057w YKL098w
YJR057w YNL241c
YJR060w YKL089w
YJR060w YMR094w
YJR060w YMR168c
YJR060w YNL232w
YJR060w YOL145c
YJR063w YLR288c
YJR066w YNL006w
YJR070c YNL092w
YJR070c YNL141w
YJR072c YOR262w
YJR073c YKL190w
YJR073c YPL031c
YJR074w YOR185c
YJR075w YKR020w
YJR075w YLR192c
YJR075w YLR200w
YJR075w YLR295c
YJR075w YMR060c
YJR075w YMR198w
YJR075w YNL153c
YJR075w YNR051c
YJR075w YOR035c
YJR075w YOR089c
YJR075w YPL031c
YJR076c YPL161c
YJR077c YLR288c
YJR080c YLL024c
YJR082c YOL129w
YJR082c YOR354c
YJR083c YLR288c
YJR090c YKL048c
YJR091c YJR133w
YJR091c YKL002w
YJR091c YKL111c
YJR091c YKL144c
YJR091c YKL224c
YJR091c YKR037c
YJR091c YKR087c
YJR091c YLL065w
YJR091c YLR009w
YJR091c YLR051c
YJR091c YLR066w
YJR091c YLR068w
YJR091c YLR104w
YJR091c YLR292c
YJR091c YLR293c
YJR091c YLR322w
YJR091c YLR333c
YJR091c YMR104c
YJR091c YMR263w
YJR091c YMR287c
YJR091c YNL144c
YJR091c YNL146w
YJR091c YNL171c
YJR091c YNL214w
YJR091c YNL215w
YJR091c YNL285w
YJR091c YOL145c
YJR091c YOR008c
YJR091c YOR097c
YJR091c YOR265w
YJR091c YOR303w
YJR091c YPL004c
YJR091c YPL052w
YJR091c YPL088w
YJR091c YPL092w
YJR091c YPL140c
YJR091c YPR148c
YJR093c YKR002w
YJR093c YLR277c
YJR093c YNL092w
YJR100c YLR295c
YJR102c YML101c
YJR104c YKL113c
YJR104c YLR103c
YJR105w YLR301w
YJR112w YOL069w
YJR112w YPR141c
YJR118c YNL322c
YJR121w YLR453c
YJR125c YOR111w
YJR132w YLR335w
YJR135c YKR037c
YJR135c YLR381w
YJR135c YPR046w
YJR135c YPR141c
YJR141w YLR295c
YJR141w YLR447c
YJR143c YOR321w
YJR145c YOR326w
YJR146w YLR246w
YJR154w YLR295c
YJR157w YLR288c
YJR159w YNL189w
YKL001c YNL311c
YKL006c-a YNL092w
YKL006w YLR330w
YKL007w YOR269w
YKL007w YPL174c
YKL007w YPR171w
YKL008c YML064c
YKL008c YNL107w
YKL017c YOR167c
YKL022c YLR127c
YKL022c YNL172w
YKL022c YOR249c
YKL025c YPL169c
YKL028w YKR062w
YKL032c YPL269w
YKL035w YML064c
YKL038w YOR047c
YKL041w YLR025w
YKL041w YLR330w
YKL044w YLR288c
YKL048c YLR342w
YKL048c YMR078c
YKL048c YNL271c
YKL048c YOR058c
YKL049c YPL018w
YKL052c YLR288c
YKL058w YLR288c
YKL058w YOR194c
YKL061w YNL086w
YKL067w YML064c
YKL067w YNL189w
YKL068w YPL169c
YKL069w YNL189w
YKL075c YNL091w
YKL079w YLR330w
YKL079w YNL233w
YKL079w YOR326w
YKL080w YLR295c
YKL082c YML109w
YKL086w YNL141w
YKL087c YLR285w
YKL088w YMR047c
YKL101w YNL250w
YKL103c YLR295c
YKL103c YMR290c
YKL103c YNL189w
YKL103c YOR302w
YKL106w YLR447c
YKL107w YLR288c
YKL109w YOR358w
YKL113c YMR078c
YKL113c YMR224c
YKL113c YNL064c
YKL113c YNL171c
YKL113c YNL250w
YKL113c YNL273w
YKL113c YOL068c
YKL113c YOR033c
YKL113c YOR368w
YKL113c YPL008w
YKL113c YPL194w
YKL116c YLR389c
YKL118w YLR200w
YKL118w YPL051w
YKL120w YPR159w
YKL127w YLR295c
YKL129c YLR337c
YKL130c YKR022c
YKL130c YNL023c
YKL133c YNL118c
YKL134c YPR086w
YKL135c YOL108c
YKL135c YPR029c
YKL137w YML043c
YKL139w YLR418c
YKL139w YOR323c
YKL142w YMR165c
YKL142w YMR243c
YKL143w YLR295c
YKL143w YMR047c
YKL150w YPR154w
YKL157w YMR307w
YKL157w YPR168w
YKL161c YPL089c
YKL164c YLR447c
YKL183w YNL104c
YKL188c YPL147w
YKL190w YLR261c
YKL190w YNL192w
YKL190w YNL238w
YKL190w YNL322c
YKL192c YPL163c
YKL196c YLR026c
YKL196c YMR197c
YKL201c YOR003w
YKL203c YMR068w
YKL203c YMR200w
YKL203c YNL006w
YKL204w YNL154c
YKL224c YLR030w
YKR001c YLR039c
YKR002w YLR277c
YKR002w YPR107c
YKR007w YML121w
YKR014c YML064c
YKR016w YLR388w
YKR020w YLR039c
YKR020w YLR262c
YKR020w YLR330w
YKR020w YLR342w
YKR020w YPL051w
YKR022c YLR424w
YKR026c YMR267w
YKR026c YOR190w
YKR030w YLR039c
YKR030w YPL051w
YKR034w YNL021w
YKR037c YLR423c
YKR042w YNL192w
YKR052c YLR288c
YKR054c YLR305c
YKR054c YML094w
YKR054c YNL271c
YKR054c YPL269w
YKR059w YOR204w
YKR068c YLR026c
YKR068c YNL287w
YKR072c YMR307w
YKR083c YLR423c
YKR092c YOR060c
YKR094c YLR039c
YKR095w YML107c
YKR104w YOL143c
YLL001w YNL118c
YLL002w YLR103c
YLL006w YOR112w
YLL012w YNR075w
YLL013c YMR056c
YLL020c YPL190c
YLL021w YLR342w
YLL021w YNL293w
YLL021w YOL112w
YLL021w YPL140c
YLL024c YLR459w
YLL030c YPR054w
YLL032c YML119w
YLL033w YLR447c
YLL040c YNL238w
YLL043w YLR342w
YLL049w YLR423c
YLL049w YMR294w
YLL049w YOR326w
YLR001c YNL019c
YLR006c YNR031c
YLR009w YLR288c
YLR011w YLR447c
YLR016c YLR453c
YLR019w YOR043w
YLR021w YLR342w
YLR025w YLR191w
YLR025w YLR447c
YLR025w YOR275c
YLR026c YMR197c
YLR035c YMR167w
YLR039c YLR087c
YLR039c YLR318w
YLR039c YML038c
YLR039c YMR216c
YLR039c YMR272c
YLR039c YMR307w
YLR039c YNL041c
YLR039c YNL051w
YLR039c YNL127w
YLR039c YNR032w
YLR039c YOR068c
YLR039c YOR132w
YLR039c YOR216c
YLR039c YPL037c
YLR039c YPL161c
YLR039c YPR032w
YLR045c YPR086w
YLR049c YLR191w
YLR049c YPL161c
YLR055c YOL148c
YLR059c YPR024w
YLR070c YML064c
YLR071c YNL236w
YLR078c YML055w
YLR078c YMR047c
YLR079w YMR199w
YLR082c YMR061w
YLR085c YLR113w
YLR085c YLR268w
YLR085c YLR418c
YLR085c YNL097c
YLR085c YOR123c
YLR085c YPL181w
YLR089c YLR200w
YLR094c YMR047c
YLR102c YOR249c
YLR103c YML032c
YLR103c YMR048w
YLR103c YNL273w
YLR103c YNL294c
YLR103c YOR024w
YLR103c YOR043w
YLR103c YPL001w
YLR103c YPL055c
YLR104w YLR288c
YLR110c YLR453c
YLR113w YLR398c
YLR113w YMR198w
YLR113w YNL215w
YLR113w YPR045c
YLR115w YPR107c
YLR116w YOR142w-a
YLR124w YLR288c
YLR124w YML012w
YLR125w YMR030w
YLR127c YOR249c
YLR128w YOR198c
YLR131c YNL157w
YLR131c YPR159w
YLR134w YLR261c
YLR134w YOR390w
YLR147c YLR433c
YLR147c YNR072w
YLR147c YOR308c
YLR148w YMR231w
YLR151c YPR066w
YLR157c YNL070w
YLR158c YLR295c
YLR161w YNR028w
YLR165c YPR159w
YLR166c YOR326w
YLR172c YOR159c
YLR182w YOR158w
YLR182w YOR159c
YLR190w YMR117c
YLR191w YML035c
YLR191w YOR057w
YLR196w YMR047c
YLR197w YMR236w
YLR199c YMR263w
YLR200w YLR288c
YLR200w YLR337c
YLR200w YLR381w
YLR200w YLR386w
YLR200w YML085c
YLR200w YML094w
YLR200w YMR048w
YLR200w YMR078c
YLR200w YMR154c
YLR200w YMR266w
YLR200w YMR312w
YLR200w YNL298w
YLR200w YOL012c
YLR200w YOR026w
YLR200w YOR216c
YLR200w YOR265w
YLR200w YOR266w
YLR200w YOR296w
YLR200w YOR349w
YLR200w YOR358w
YLR200w YPL008w
YLR200w YPL165c
YLR200w YPL174c
YLR200w YPL241c
YLR200w YPR070w
YLR203c YLR447c
YLR204w YLR342w
YLR204w YLR418c
YLR204w YMR299c
YLR210w YMR078c
YLR210w YPR141c
YLR212c YML094w
YLR212c YNL126w
YLR215c YLR295c
YLR216c YPR141c
YLR217w YMR294w
YLR217w YPL174c
YLR224w YOR057w
YLR225c YNL141w
YLR227c YML133c
YLR229c YMR312w
YLR229c YNL298w
YLR229c YOL069w
YLR229c YOR127w
YLR233c YNL229c
YLR234w YMR078c
YLR234w YMR190c
YLR234w YOL006c
YLR235c YOL006c
YLR235c YOR144c
YLR238w YMR052w
YLR245c YNL189w
YLR254c YNL103w
YLR258w YLR273c
YLR262c YLR309c
YLR262c YLR418c
YLR262c YMR266w
YLR262c YNL041c
YLR262c YNL136w
YLR262c YNL169c
YLR262c YNL271c
YLR262c YNL296w
YLR262c YNR051c
YLR262c YOR069w
YLR262c YOR070c
YLR262c YOR106w
YLR262c YOR109w
YLR262c YOR132w
YLR262c YOR216c
YLR262c YPL195w
YLR262c YPR032w
YLR262c YPR079w
YLR268w YPR135w
YLR269c YLR418c
YLR281c YLR438c-a
YLR284c YNL189w
YLR287c YLR340w
YLR287c YNL092w
YLR288c YMR295c
YLR288c YNL158w
YLR288c YNL190w
YLR288c YNL273w
YLR288c YNL301c
YLR288c YOL131w
YLR288c YOR087w
YLR291c YMR052w
YLR291c YOR284w
YLR291c YPL124w
YLR294c YPR086w
YLR295c YML058w
YLR295c YMR003w
YLR295c YMR177w
YLR295c YMR181c
YLR295c YMR238w
YLR295c YOR145c
YLR295c YPL124w
YLR295c YPR163c
YLR303w YNL189w
YLR304c YNL192w
YLR310c YOR101w
YLR310c YOR156c
YLR313c YPL140c
YLR315w YLR418c
YLR315w YLR453c
YLR315w YPL008w
YLR319c YNL271c
YLR321c YML064c
YLR322w YNL025c
YLR324w YNL189w
YLR324w YPR028w
YLR328w YML064c
YLR330w YML115c
YLR330w YNL171c
YLR330w YNL322c
YLR330w YOR326w
YLR330w YOR360c
YLR330w YPL055c
YLR330w YPL161c
YLR332w YLR342w
YLR332w YLR371w
YLR337c YMR263w
YLR338w YLR342w
YLR342w YML057w
YLR342w YNL171c
YLR342w YNL233w
YLR342w YOR035c
YLR342w YPL089c
YLR342w YPL261c
YLR345w YML092c
YLR347c YNL331c
YLR350w YLR418c
YLR351c YOR327c
YLR353w YMR047c
YLR357w YMR307w
YLR358c YOR067c
YLR360w YML094w
YLR360w YPL031c
YLR360w YPL120w
YLR362w YMR186w
YLR362w YPL240c
YLR363c YMR080c
YLR366w YMR242c
YLR368w YPR093c
YLR371w YOR008c
YLR371w YPL031c
YLR371w YPR165w
YLR373c YMR048w
YLR373c YMR154c
YLR373c YNL250w
YLR373c YOR028c
YLR373c YOR368w
YLR373c YPL060w
YLR373c YPR025c
YLR377c YNL189w
YLR377c YPL169c
YLR381w YNL153c
YLR381w YPR135w
YLR381w YPR141c
YLR384c YLR418c
YLR385c YLR424w
YLR386w YML094w
YLR396c YOR106w
YLR396c YPL045w
YLR401c YMR047c
YLR417w YMR077c
YLR418c YML041c
YLR418c YMR154c
YLR418c YOL012c
YLR418c YOR030w
YLR418c YOR297c
YLR418c YOR308c
YLR418c YPL181w
YLR423c YNL230c
YLR423c YPR179c
YLR429w YPL032c
YLR434c YMR047c
YLR441c YOR119c
YLR443w YMR307w
YLR447c YNL028w
YLR447c YNL175c
YLR447c YOR028c
YLR447c YOR053w
YLR447c YOR231w
YLR447c YOR374w
YLR447c YPL003w
YLR447c YPL050c
YLR447c YPL152w
YLR452c YOL018c
YLR453c YML027w
YLR453c YMR052w
YLR453c YOR198c
YLR453c YOR206w
YLR453c YPR110c
YLR457c YML006c
YLR457c YNL258c
YML008c YOR097c
YML008c YPL020c
YML008c YPR113w
YML011c YOR128c
YML032c YNL312w
YML037c YNL092w
YML041c YML094w
YML042w YMR038c
YML042w YNL046w
YML047c YPL181w
YML054c YNR017w
YML057w YMR186w
YML061c YMR063w
YML064c YNL044w
YML064c YNL333w
YML064c YNR012w
YML064c YOR232w
YML064c YOR380w
YML064c YPR182w
YML064c YPR191w
YML064c YPR193c
YML071c YPL051w
YML075c YOR102w
YML077w YOR115c
YML085c YOR349w
YML092c YMR047c
YML092c YOL082w
YML094c-a YNL250w
YML094c-a YNL298w
YML094c-a YOR025w
YML094w YML128c
YML094w YMR055c
YML094w YMR127c
YML094w YMR299c
YML094w YNL166c
YML094w YNL288w
YML094w YOL116w
YML094w YOR265w
YML094w YPL008w
YML094w YPL017c
YML094w YPL018w
YML094w YPL155c
YML094w YPL174c
YML094w YPR046w
YML094w YPR070w
YML095c YOR260w
YML099c YNL118c
YML109w YPR165w
YML115c YNL250w
YML117w YMR307w
YML122c YPL031c
YML124c YMR294w
YML124c YOL012c
YML124c YOR266w
YML124c YOR349w
YML129c YOR110w
YMR001c YNL092w
YMR003w YPR141c
YMR009w YPL222w
YMR029c YMR052w
YMR032w YNL152w
YMR032w YNL271c
YMR041c YPL131w
YMR047c YMR152w
YMR047c YMR307w
YMR047c YNR040w
YMR047c YOL111c
YMR047c YOR060c
YMR047c YOR286w
YMR047c YOR362c
YMR048w YMR078c
YMR048w YMR159c
YMR048w YNL273w
YMR048w YOR144c
YMR048w YPL194w
YMR048w YPR141c
YMR049c YPL214c
YMR055c YNL153c
YMR055c YNL335w
YMR055c YPL241c
YMR060c YNL322c
YMR061w YOL123w
YMR078c YNL153c
YMR078c YNL273w
YMR078c YNL307c
YMR078c YOR195w
YMR078c YOR349w
YMR078c YPR119w
YMR078c YPR135w
YMR092c YPL263c
YMR095c YNL333w
YMR096w YNL333w
YMR102c YNL218w
YMR109w YNL153c
YMR109w YOR247w
YMR117c YMR224c
YMR117c YOR206w
YMR123w YPL169c
YMR129w YMR153w
YMR138w YNL153c
YMR138w YOR070c
YMR138w YOR349w
YMR149w YPL227c
YMR153w YMR298w
YMR153w YNL234w
YMR167w YOL090w
YMR173w YPR096c
YMR190c YNL218w
YMR190c YOL006c
YMR190c YOR144c
YMR192w YPR154w
YMR197c YOR036w
YMR199w YPL256c
YMR231w YPL045w
YMR235c YOR098c
YMR236w YNL308c
YMR236w YOL148c
YMR236w YOR128c
YMR238w YOL131w
YMR239c YNL189w
YMR263w YNL330c
YMR263w YOR308c
YMR263w YPL086c
YMR263w YPL174c
YMR267w YNL154c
YMR268c YNL147w
YMR273c YPL115c
YMR294w YOL069w
YMR294w YOR058c
YMR294w YPL174c
YMR294w YPR083w
YMR294w YPR126c
YMR299c YNL271c
YMR305c YPR086w
YMR306w YPL031c
YMR307w YPL031c
YMR307w YPL041c
YMR308c YOR020c
YMR309c YNL244c
YMR312w YNL153c
YMR317w YOL108c
YNL006w YOL078w
YNL006w YPL180w
YNL036w YOL061w
YNL036w YOR303w
YNL037c YOL082w
YNL054w-b YPL257w-b
YNL056w YNL099c
YNL068c YNL298w
YNL078w YOL070c
YNL079c YOL076w
YNL084c YNL103w
YNL086w YPR185w
YNL087w YNL192w
YNL091w YPL229w
YNL092w YOR028c
YNL099c YNL180c
YNL103w YNL272c
YNL106c YOR109w
YNL113w YPR010c
YNL117w YNL250w
YNL118c YOR124c
YNL120c YOR326w
YNL153c YOL012c
YNL153c YOR216c
YNL153c YOR349w
YNL153c YOR358w
YNL153c YPL017c
YNL153c YPL018w
YNL153c YPL115c
YNL153c YPL174c
YNL153c YPL253c
YNL154c YOR355w
YNL171c YNL192w
YNL173c YOR020c
YNL179c YNL192w
YNL189w YOL058w
YNL189w YOR020c
YNL189w YOR136w
YNL189w YOR155c
YNL189w YPL178w
YNL189w YPR191w
YNL192w YNL201c
YNL192w YNL203c
YNL192w YNL204c
YNL192w YOL027c
YNL192w YOR069w
YNL192w YPL055c
YNL199c YPL031c
YNL206c YNL298w
YNL226w YPL211w
YNL229c YNL298w
YNL236w YOR355w
YNL238w YNL322c
YNL243w YOR122c
YNL250w YNL298w
YNL250w YOL006c
YNL250w YOR144c
YNL250w YPR018w
YNL250w YPR135w
YNL252c YOR344c
YNL253w YPL150w
YNL261w YPR019w
YNL266w YOL131w
YNL271c YOL076w
YNL271c YOR122c
YNL271c YOR269w
YNL271c YOR322c
YNL271c YOR327c
YNL271c YPL065w
YNL271c YPL086c
YNL271c YPR165w
YNL273w YOR368w
YNL273w YPL194w
YNL277w YPL169c
YNL288w YPR086w
YNL290w YOL094c
YNL291c YPR135w
YNL298w YOR127w
YNL298w YPL047w
YNL298w YPL161c
YNL298w YPL256c
YNL299w YOL115w
YNL309w YOL004w
YNL314w YOR047c
YNL320w YOR078w
YNL322c YPL065w
YNL323w YPL031c
YNL330c YOL004w
YNL331c YPL070w
YNR011c YPL218w
YNR011c YPL241c
YNR015w YOR264w
YNR019w YOR381w
YNR051c YOR144c
YNR072w YPL194w
YOL006c YOL115w
YOL006c YOR045w
YOL012c YOR349w
YOL012c YPR135w
YOL016c YOR007c
YOL035c YOR315w
YOL038w YPR154w
YOL064c YOR299w
YOL069w YPR141c
YOL070c YPR086w
YOL076w YOR326w
YOL090w YOR033c
YOL106w YPR182w
YOL111c YPR086w
YOL119c YPL031c
YOL122c YPL031c
YOL131w YOR047c
YOL139c YOR276w
YOL147c YPR086w
YOL148c YOR290c
YOL149w YOR167c
YOL156w YOR299w
YOR002w YOR085w
YOR007c YOR164c
YOR026w YPR135w
YOR027w YPL240c
YOR034c YOR171c
YOR039w YOR061w
YOR047c YOR167c
YOR047c YPR103w
YOR064c YPR086w
YOR067c YOR080w
YOR067c YOR085w
YOR068c YPR159w
YOR069w YPL051w
YOR070c YOR216c
YOR070c YPL055c
YOR079c YPR086w
YOR082c YPR086w
YOR101w YPR169w
YOR117w YOR259c
YOR127w YPR165w
YOR128c YOR393w
YOR128c YPL169c
YOR128c YPR045c
YOR128c YPR088c
YOR128c YPR111w
YOR140w YPL203w
YOR142w-a YPR158w-a
YOR144c YPR135w
YOR144c YPR141c
YOR151c YOR210w
YOR159c YPR182w
YOR164c YPR105c
YOR171c YOR185c
YOR177c YOR265w
YOR181w YPR154w
YOR190w YPR033c
YOR194c YPL082c
YOR195w YPR135w
YOR213c YPL208w
YOR232w YOR239w
YOR265w YOR349w
YOR269w YOR326w
YOR269w YPR141c
YOR271c YPR086w
YOR284w YPL070w
YOR325w YPR141c
YOR326w YPL155c
YOR326w YPL174c
YOR349w YPL018w
YOR355w YPR048w
YOR361c YPR041w
YOR380w YPR040w
YPL004c YPL157w
YPL008w YPL018w
YPL008w YPR119w
YPL018w YPR135w
YPL031c YPL219w
YPL034w YPR123c
YPL036w YPL136w
YPL112c YPR154w
YPL155c YPL241c
YPL161c YPR165w
YPL174c YPL205c
YPL174c YPL241c
YPL192c YPR159w
YPL194w YPR024w
YPL194w YPR135w
YPL194w YPR141c
YPL269w YPR046w
YPR015c YPR135w
YPR020w YPR086w
YPR037c YPR156c
YPR054w YPR191w
YPR066w YPR086w
YPR086w YPR157w
