Q0085 YPL078c
YGL016w YKL058w
YGL016w YLR335w
YGL018c YHR114w
YGL019w YGR068c
YGL019w YOR039w
YGL019w YOR326w
YGL020c YGL027c
YGL020c YHR007c
YGL024w YOL130w
YGL025c YOL135c
YGL027c YGL115w
YGL027c YLR087c
YGL027c YMR214w
YGL027c YNL322c
YGL028c YJR022w
YGL030w YHR114w
YGL030w YHR204w
YGL031c YMR190c
YGL033w YGL183c
YGL040c YLR347c
YGL043w YJR132w
YGL044c YGR004w
YGL044c YJR113c
YGL044c YLR335w
YGL044c YMR061w
YGL044c YMR270c
YGL044c YNL013c
YGL044c YOL123w
YGL045w YHR030c
YGL047w YLR295c
YGL048c YLR295c
YGL048c YOR259c
YGL048c YPL248c
YGL053w YOL107w
YGL053w YOR059c
YGL054c YLR039c
YGL054c YLR262c
YGL058w YOL080c
YGL058w YOR194c
YGL060w YGL092w
YGL060w YJL030w
YGL061c YGR113w
YGL062w YNL117w
YGL066w YNL298w
YGL070c YJL170c
YGL070c YKL150w
YGL070c YKL190w
YGL071w YIR018w
YGL079w YGR113w
YGL081w YLR330w
YGL081w YLR342w
YGL081w YPR159w
YGL084c YJR091c
YGL084c YLR308w
YGL084c YLR330w
YGL086w YLR103c
YGL086w YLR200w
YGL086w YOR349w
YGL087c YML094w
YGL090w YLR424w
YGL092w YGR178c
YGL092w YLR208w
YGL094c YKL025c
YGL095c YOL018c
YGL096w YJR022w
YGL096w YLR447c
YGL097w YOR204w
YGL100w YOR014w
YGL104c YMR153w
YGL105w YGR264c
YGL107c YJR070c
YGL110c YLR342w
YGL110c YMR307w
YGL112c YGR252w
YGL112c YLR055c
YGL112c YMR154c
YGL112c YPL254w
YGL113w YPR194c
YGL115w YGL208w
YGL115w YJL114w
YGL115w YJR083c
YGL115w YML110c
YGL115w YMR291w
YGL116w YKL101w
YGL122c YHR089c
YGL122c YMR255w
YGL124c YKL025c
YGL124c YKR054c
YGL127c YGL153w
YGL127c YGL250w
YGL127c YHR058c
YGL127c YHR130c
YGL127c YHR191c
YGL127c YJL032w
YGL127c YJR069c
YGL127c YLR103c
YGL127c YLR108c
YGL127c YLR311c
YGL127c YMR072w
YGL127c YMR078c
YGL127c YNR028w
YGL127c YOR174w
YGL127c YOR289w
YGL127c YPL064c
YGL127c YPL155c
YGL129c YHR114w
YGL132w YOR054c
YGL134w YPL031c
YGL135w YJR075w
YGL135w YJR091c
YGL145w YLR268w
YGL145w YNL258c
YGL147c YLR078c
YGL149w YML092c
YGL151w YML094w
YGL153w YLR284c
YGL161c YHR105w
YGL161c YPL095c
YGL162w YPL178w
YGL163c YMR078c
YGL163c YNL273w
YGL163c YNL298w
YGL163c YPR135w
YGL166w YML006c
YGL166w YNL189w
YGL167c YML032c
YGL167c YPL031c
YGL167c YPR141c
YGL168w YHR030c
YGL168w YLR229c
YGL168w YPR135w
YGL170c YGR119c
YGL170c YGR218w
YGL171w YHR089c
YGL171w YJR091c
YGL172w YMR294w
YGL172w YNL041c
YGL173c YGL216w
YGL173c YJR057w
YGL173c YLR039c
YGL173c YML032c
YGL173c YML085c
YGL173c YNL118c
YGL173c YPR141c
YGL173c YPR189w
YGL174w YLR085c
YGL174w YLR418c
YGL175c YHR031c
YGL175c YMR190c
YGL177w YJL054w
YGL178w YLR452c
YGL180w YPR185w
YGL181w YIL010w
YGL181w YIL052c
YGL181w YIL057c
YGL181w YIL122w
YGL181w YKR028w
YGL181w YOR333c
YGL181w YPL053c
YGL181w YPL156c
YGL181w YPL188w
YGL187c YML042w
YGL189c YLR288c
YGL190c YLR373c
YGL194c YMR263w
YGL196w YLR342w
YGL197w YMR117c
YGL198w YJR091c
YGL198w YMR215w
YGL198w YPL095c
YGL200c YIL109c
YGL200c YLR057w
YGL200c YNL192w
YGL200c YPR159w
YGL201c YLR233c
YGL202w YGR074w
YGL204c YMR209c
YGL206c YGR241c
YGL207w YJL194w
YGL207w YNL102w
YGL212w YLR166c
YGL212w YML001w
YGL212w YOL129w
YGL212w YOR106w
YGL212w YPL246c
YGL216w YHR129c
YGL216w YHR191c
YGL216w YKR054c
YGL216w YLL049w
YGL216w YMR294w
YGL216w YOR195w
YGL216w YOR269w
YGL216w YPL174c
YGL216w YPR135w
YGL217c YJR091c
YGL217c YKR054c
YGL217c YMR078c
YGL217c YMR294w
YGL217c YMR299c
YGL217c YPL174c
YGL219c YGR166w
YGL221c YNL189w
YGL222c YHR114w
YGL223c YNL041c
YGL225w YJR091c
YGL226c-a YOR002w
YGL226w YLR295c
YGL227w YLR418c
YGL229c YJL030w
YGL229c YJR091c
YGL229c YMR181c
YGL229c YPR040w
YGL230c YOR161c
YGL233w YGR152c
YGL236c YIL057c
YGL236c YPL179w
YGL237c YLR423c
YGL238w YNL189w
YGL238w YNL236w
YGL240w YGR229c
YGL240w YHR166c
YGL240w YKL113c
YGL240w YLR127c
YGL240w YLR342w
YGL240w YNL172w
YGL240w YOR249c
YGL244w YHR191c
YGL244w YJR060w
YGL244w YJR070c
YGL244w YLR085c
YGL244w YLR103c
YGL244w YOR319w
YGL244w YPR159w
YGL245w YKL098w
YGL249w YPR154w
YGL250w YMR068w
YGL253w YML094w
YGL254w YGR047c
YGL258w YKL002w
YGL259w YJL070c
YGL259w YKL002w
YGR003w YLR297w
YGR005c YNL092w
YGR009c YLR166c
YGR009c YLR295c
YGR009c YMR183c
YGR009c YOR326w
YGR009c YPL232w
YGR010w YLR438w
YGR014w YIL144w
YGR014w YNL233w
YGR014w YPL211w
YGR016w YLR135w
YGR017w YLR403w
YGR018c YLR452c
YGR020c YHR060w
YGR020c YKL002w
YGR023w YLR460c
YGR024c YIL082w
YGR035c YKL002w
YGR036c YKL190w
YGR040w YPL049c
YGR041w YPL251w
YGR045c YOR271c
YGR046w YNL236w
YGR047c YLR257w
YGR048w YJL020c
YGR048w YKR002w
YGR048w YPR154w
YGR049w YGR278w
YGR052w YPL060w
YGR053c YPR086w
YGR054w YML094w
YGR054w YNL153c
YGR056w YOR100c
YGR056w YOR319w
YGR057c YLR208w
YGR058w YLR113w
YGR058w YML064c
YGR058w YNL047c
YGR058w YOR097c
YGR058w YOR264w
YGR061c YLR386w
YGR064w YGR227w
YGR066c YLR386w
YGR071c YLR085c
YGR072w YHR077c
YGR072w YIL008w
YGR072w YKL149c
YGR072w YLR262c
YGR073c YLR453c
YGR074w YKL183w
YGR074w YKL205w
YGR074w YLR440c
YGR078c YGR108w
YGR078c YHL029c
YGR078c YHR111w
YGR078c YHR129c
YGR078c YHR178w
YGR078c YIL034c
YGR078c YIL084c
YGR078c YJL013c
YGR078c YJR053w
YGR078c YJR117w
YGR078c YLL049w
YGR078c YLR085c
YGR078c YLR337c
YGR078c YML032c
YGR078c YML094w
YGR078c YML124c
YGR078c YMR055c
YGR078c YMR078c
YGR078c YMR154c
YGR078c YMR172w
YGR078c YNL140c
YGR078c YNL166c
YGR078c YNL288w
YGR078c YNL294c
YGR078c YOR266w
YGR078c YPL008w
YGR078c YPL018w
YGR078c YPL161c
YGR078c YPL181w
YGR078c YPL253c
YGR078c YPR023c
YGR078c YPR046w
YGR078c YPR051w
YGR078c YPR070w
YGR078c YPR141c
YGR079w YNR012w
YGR080w YLL050c
YGR080w YMR047c
YGR082w YNL070w
YGR082w YNL121c
YGR084c YGR251w
YGR088w YNL189w
YGR089w YHL010c
YGR089w YNL153c
YGR092w YIL106w
YGR092w YNR052c
YGR097w YKL116c
YGR097w YMR159c
YGR099w YPR086w
YGR100w YLR453c
YGR103w YHR052w
YGR103w YHR066w
YGR103w YKL009w
YGR103w YLR009w
YGR103w YMR290c
YGR103w YOL077c
YGR104c YPL031c
YGR105w YLR039c
YGR105w YLR262c
YGR111w YOL151w
YGR113w YIL144w
YGR113w YLR045c
YGR113w YLR424w
YGR113w YPR045c
YGR113w YPR049c
YGR115c YJR086w
YGR116w YIL126w
YGR116w YNL118c
YGR119c YGR120c
YGR119c YGR218w
YGR119c YJL041w
YGR119c YKL103c
YGR119c YMR139w
YGR119c YMR294w
YGR120c YNR025c
YGR120c YOR158w
YGR120c YPR105c
YGR121c YIR038c
YGR122w YLR025w
YGR126w YLR063w
YGR130c YMR117c
YGR133w YGR143w
YGR133w YLR342w
YGR135w YGR229c
YGR135w YKL181w
YGR135w YLR330w
YGR135w YLR342w
YGR135w YNL298w
YGR135w YPR141c
YGR136w YNL189w
YGR136w YOR181w
YGR136w YPL111w
YGR140w YKL089w
YGR140w YMR117c
YGR140w YOL069w
YGR140w YPL018w
YGR141w YMR265c
YGR142w YNL141w
YGR144w YJR091c
YGR144w YLR347c
YGR144w YMR021c
YGR149w YNL219c
YGR151c YLR229c
YGR157w YGR166w
YGR157w YPL031c
YGR158c YJL124c
YGR158c YJR022w
YGR158c YLR288c
YGR158c YLR345w
YGR159c YNL053w
YGR160w YLR233c
YGR162w YJL138c
YGR162w YKR059w
YGR162w YOR276w
YGR165w YLR035c
YGR166w YHR030c
YGR166w YJL174w
YGR166w YJL176c
YGR166w YJR118c
YGR166w YKL041w
YGR166w YLR373c
YGR166w YMR060c
YGR166w YMR218c
YGR166w YMR307w
YGR166w YNL322c
YGR166w YOR197w
YGR167w YGR241c
YGR167w YHR161c
YGR168c YIR018w
YGR172c YJR091c
YGR172c YLR324w
YGR172c YNL263c
YGR173w YIL162w
YGR179c YMR168c
YGR181w YMR263w
YGR182c YJR091c
YGR182c YMR263w
YGR182c YPL066w
YGR182c YPL181w
YGR188c YKL079w
YGR188c YNL153c
YGR188c YPL008w
YGR188c YPR135w
YGR188c YPR141c
YGR191w YIL109c
YGR191w YLR283w
YGR192c YKL129c
YGR192c YMR109w
YGR195w YHR069c
YGR200c YNL298w
YGR203w YIL061c
YGR205w YLL026w
YGR208w YKL177w
YGR208w YLR208w
YGR209c YPL020c
YGR211w YNL281w
YGR214w YIL009w
YGR218w YIL063c
YGR218w YJL210w
YGR218w YML007w
YGR218w YMR124w
YGR218w YNL164c
YGR218w YOL149w
YGR218w YOR147w
YGR218w YOR329c
YGR218w YOR371c
YGR218w YPL056c
YGR227w YOR085w
YGR229c YHR129c
YGR229c YHR142w
YGR229c YHR200w
YGR229c YJL099w
YGR229c YJL117w
YGR229c YJL183w
YGR229c YJL188c
YGR229c YKL048c
YGR229c YKR020w
YGR229c YKR099w
YGR229c YLR320w
YGR229c YLR330w
YGR229c YLR332w
YGR229c YLR384c
YGR229c YML115c
YGR229c YMR038c
YGR229c YMR116c
YGR229c YMR294w
YGR229c YNL171c
YGR229c YNL233w
YGR229c YNL271c
YGR229c YNR051c
YGR229c YOR030w
YGR229c YPL031c
YGR229c YPR110c
YGR233c YOL001w
YGR236c YOR299w
YGR236c YOR358w
YGR237c YLR128w
YGR239c YGR249w
YGR239c YLR234w
YGR239c YOR389w
YGR240c YMR223w
YGR240c YOR100c
YGR241c YNL092w
YGR241c YNL183c
YGR241c YPR178w
YGR246c YJL011c
YGR247w YOR327c
YGR249w YHL004w
YGR249w YKL057c
YGR249w YNL189w
YGR249w YOL063c
YGR249w YPL203w
YGR250c YIR001c
YGR250c YMR032w
YGR252w YHR030c
YGR252w YHR079c
YGR252w YHR099w
YGR252w YMR236w
YGR252w YOR225w
YGR252w YOR290c
YGR253c YPR185w
YGR262c YJR091c
YGR263c YNL066w
YGR263c YOR180c
YGR267c YLR347c
YGR267c YNL189w
YGR267c YPL003w
YGR268c YOR138c
YGR270w YML094w
YGR275w YML115c
YGR276c YNR015w
YGR281w YOR144c
YGR285c YLR295c
YGR292w YLR054c
YGR294w YOR299w
YHL002w YLR330w
YHL002w YMR109w
YHL002w YPR115w
YHL002w YPR171w
YHL003c YMR298w
YHL004w YLR423c
YHL007c YLR229c
YHL009c YNL189w
YHL011c YKL181w
YHL011c YNL189w
YHL011c YOL061w
YHL015w YOR350c
YHL018w YNL189w
YHL019c YKL135c
YHL021c YOR107w
YHL025w YLR438w
YHL025w YML092c
YHL026c YJR091c
YHL029c YML094w
YHL031c YKL006c-a
YHL031c YLR262c
YHL031c YOR070c
YHL036w YPR163c
YHL042w YOR127w
YHL043w YMR232w
YHL044w YHR114w
YHL045w YKR006c
YHL045w YPR086w
YHL046c YOR355w
YHR003c YJR091c
YHR004c YLR039c
YHR004c YLR262c
YHR004c YMR307w
YHR005c YJL080c
YHR005c YLR362w
YHR007c YHR012w
YHR007c YHR030c
YHR007c YHR045w
YHR007c YKR001c
YHR007c YLR242c
YHR007c YMR264w
YHR007c YPL170w
YHR010w YKL113c
YHR011w YPR004c
YHR012w YHR129c
YHR012w YJL154c
YHR012w YLR200w
YHR012w YNL153c
YHR012w YOL145c
YHR013c YJR075w
YHR014w YHR185c
YHR015w YPL169c
YHR016c YJL004c
YHR016c YLR243w
YHR016c YMR255w
YHR016c YNL094w
YHR016c YOR181w
YHR023w YLR423c
YHR025w YNL189w
YHR026w YJR091c
YHR026w YKL190w
YHR030c YHR107c
YHR030c YHR158c
YHR030c YIL113w
YHR030c YJL139c
YHR030c YJR075w
YHR030c YLR268w
YHR030c YLR342w
YHR030c YLR350w
YHR030c YMR307w
YHR030c YNL079c
YHR030c YNL233w
YHR030c YNL271c
YHR030c YOR067c
YHR030c YPL031c
YHR030c YPL084w
YHR030c YPL089c
YHR030c YPL140c
YHR030c YPL158c
YHR031c YHR191c
YHR031c YJL047c
YHR031c YJL092w
YHR031c YLR103c
YHR031c YLR234w
YHR031c YML032c
YHR031c YMR224c
YHR031c YNL250w
YHR035w YJR022w
YHR035w YPR119w
YHR038w YMR047c
YHR039c YOR264w
YHR039c-a YKL190w
YHR040w YPR086w
YHR041c YJL015c
YHR041c YLR164w
YHR041c YLR344w
YHR041c YNL334c
YHR041c YOR073w
YHR041c YOR290c
YHR041c YPR203w
YHR043c YLR423c
YHR045w YOR128c
YHR056c YNL258c
YHR057c YJR091c
YHR057c YKL023w
YHR060w YJR091c
YHR060w YLR447c
YHR061c YLR229c
YHR061c YMR238w
YHR063c YPL031c
YHR066w YPL043w
YHR066w YPL093w
YHR068w YNL189w
YHR070w YNL138w
YHR071w YPL031c
YHR072w-a YHR089c
YHR073w YHR152w
YHR077c YMR080c
YHR079c-a YPR086w
YHR083w YNL092w
YHR084w YPL049c
YHR090c YKR020w
YHR094c YHR122w
YHR096c YLL020c
YHR098c YPR181c
YHR099w YIR009w
YHR099w YPL254w
YHR102w YOR353c
YHR106w YLR368w
YHR107c YLR147c
YHR107c YMR117c
YHR107c YPL161c
YHR109w YJL010c
YHR112c YML064c
YHR114w YIL045w
YHR114w YIL156w
YHR114w YIR021w
YHR114w YJL047c
YHR114w YJL117w
YHR114w YJL151c
YHR114w YJL152w
YHR114w YJL174w
YHR114w YJL203w
YHR114w YJR090c
YHR114w YKR030w
YHR114w YLR309c
YHR114w YML092c
YHR114w YNL092w
YHR114w YOL018c
YHR114w YOR175c
YHR114w YOR181w
YHR114w YOR224c
YHR114w YOR281c
YHR114w YPL111w
YHR114w YPL124w
YHR114w YPL152w
YHR114w YPL246c
YHR114w YPR094w
YHR115c YOR215c
YHR118c YKL022c
YHR118c YLR274w
YHR123w YIR038c
YHR127w YLR295c
YHR128w YHR152w
YHR128w YNR012w
YHR128w YPR185w
YHR129c YJR008w
YHR129c YLR200w
YHR129c YLR210w
YHR129c YMR198w
YHR129c YMR294w
YHR129c YNL189w
YHR129c YNL271c
YHR129c YOR058c
YHR130c YNL005c
YHR134w YLR200w
YHR134w YML094w
YHR135c YNL116w
YHR136c YMR246w
YHR137w YMR152w
YHR138c YLR295c
YHR140w YLR295c
YHR142w YIL121w
YHR142w YLR342w
YHR142w YLR425w
YHR142w YNL079c
YHR142w YNL271c
YHR142w YOR035c
YHR143w-a YIL025c
YHR143w-a YPR010c
YHR145c YNL012w
YHR148w YJR002w
YHR149c YML109w
YHR152w YLR016c
YHR152w YLR288c
YHR152w YOR173w
YHR154w YJL056c
YHR154w YLR373c
YHR156c YMR235c
YHR158c YKR054c
YHR158c YLR452c
YHR158c YLR453c
YHR158c YMR181c
YHR158c YOR047c
YHR161c YPL232w
YHR165c snRNA_U5
YHR166c YIR025w
YHR166c YLR451w
YHR166c YNL172w
YHR166c YOR249c
YHR167w YLR418c
YHR167w YOL015w
YHR168w YNL260c
YHR168w YOR269w
YHR169w YKL075c
YHR170w YLR075w
YHR170w YMR080c
YHR171w YNL212w
YHR171w YNR007c
YHR172w YPR086w
YHR174w YLR265c
YHR175w YLR288c
YHR178w YJR007w
YHR178w YLR103c
YHR178w YLR200w
YHR178w YML094w
YHR178w YOL004w
YHR178w YOR351c
YHR178w YPL076w
YHR179w YJL090c
YHR180w YLR288c
YHR181w YKL194c
YHR181w YLR399c
YHR181w YOL012c
YHR184w YLR185w
YHR184w YML064c
YHR185c YPL204w
YHR187w YMR047c
YHR188c YNL092w
YHR190w YIR038c
YHR191c YLR085c
YHR191c YLR200w
YHR191c YLR235c
YHR191c YML032c
YHR191c YMR038c
YHR191c YMR055c
YHR191c YOL012c
YHR191c YOR195w
YHR191c YOR368w
YHR191c YPL008w
YHR191c YPR119w
YHR194w YPR141c
YHR198c YML064c
YHR200w YMR263w
YHR200w YPR135w
YHR204w YJL053w
YHR207c YPL258c
YHR209w YMR047c
YHR211w YJR091c
YHR215w YLR453c
YHR216w YLR347c
YIL004c YIL109c
YIL004c YKR068c
YIL004c YLR295c
YIL004c YML077w
YIL005w YPR086w
YIL007c YKR055w
YIL007c YMR200w
YIL007c YOR117w
YIL008w YLR200w
YIL014w YOR231w
YIL016w YMR222c
YIL019w YMR258c
YIL021w YOL005c
YIL022w YNR017w
YIL023c YIR038c
YIL023c YMR104c
YIL024c YNL092w
YIL030c YLR139c
YIL033c YKL166c
YIL033c YLR347c
YIL033c YNL189w
YIL033c YPR086w
YIL034c YJL020c
YIL034c YPL174c
YIL039w YLR262c
YIL042c YJL124c
YIL045w YLR258w
YIL046w YJR131w
YIL049w YLR373c
YIL050w YLR190w
YIL050w YLR295c
YIL050w YPL031c
YIL051c YLR295c
YIL053w YLR295c
YIL055c YMR047c
YIL061c YLR017w
YIL061c YLR213c
YIL061c YLR439w
YIL061c YNR016c
YIL061c YOL004w
YIL061c YPL215w
YIL063c YLR293c
YIL065c YJR091c
YIL065c YLR321c
YIL066c YPR086w
YIL068c YLR166c
YIL068c YPL179w
YIL072w YLR263w
YIL072w YOR351c
YIL074c YLR056w
YIL074c YNL311c
YIL075c YLR421c
YIL076w YJR091c
YIL076w YLR262c
YIL076w YLR295c
YIL076w YLR418c
YIL084c YLR200w
YIL092w YNR028w
YIL097w YOR117w
YIL104c YMR296c
YIL104c YNL326c
YIL105c YKL130c
YIL105c YMR068w
YIL105c YNL308c
YIL106w YJR122w
YIL106w YNL161w
YIL106w YPR111w
YIL109c YLR268w
YIL109c YPR181c
YIL110w YLR295c
YIL110w YNL192w
YIL112w YNL147w
YIL112w YNL298w
YIL115c YLR347c
YIL115c YOR160w
YIL117c YLR295c
YIL118w YLR114c
YIL119c YPR174c
YIL121w YMR307w
YIL128w YLR418c
YIL130w YLR337c
YIL132c YLR321c
YIL132c YLR376c
YIL132c YML092c
YIL142w YJL014w
YIL143c YIR009w
YIL144w YMR117c
YIL144w YPL260w
YIL144w YPR105c
YIL147c YOR208w
YIL149c YML107c
YIL152w YOR057w
YIL154c YLR342w
YIL157c YLR295c
YIL159w YKL129c
YIL159w YLL017w
YIL159w YLR191w
YIL159w YLR310c
YIL159w YMR109w
YIL159w YNL271c
YIL169c YNR074c
YIL173w YJR022w
YIL174w YJR091c
YIR002c YJL092w
YIR003w YJL020c
YIR006c YOL101c
YIR006c YOR105w
YIR009w YJL092w
YIR009w YKR099w
YIR009w YLR067c
YIR009w YLR456w
YIR009w YPL213w
YIR010w YLR202c
YIR011c YNL189w
YIR012w YJR004c
YIR013c YJL102w
YIR017c YJR112w
YIR022w YML055w
YIR022w YPR163c
YIR024c YNL118c
YIR025w YJR091c
YIR025w YMR308c
YIR025w YOR249c
YIR027c YNL252c
YIR033w YNL298w
YIR035c YLR447c
YIR037w YMR047c
YIR038c YLL060c
YIR038c YLR026c
YIR038c YLR088w
YIR038c YML048w
YIR038c YNL234w
YIR038c YOL065c
YIR038c YPL020c
YIR040c YLR295c
YJL001w YLR295c
YJL002c YPL227c
YJL005w YNL138w
YJL006c YLR330w
YJL013c YLR200w
YJL013c YML094w
YJL013c YOR026w
YJL013c YOR349w
YJL013c YPR141c
YJL019w YMR001c
YJL019w YOL012c
YJL019w YOL104c
YJL019w YOR257w
YJL020c YKL007w
YJL020c YKL129c
YJL020c YLR200w
YJL020c YML094c-a
YJL020c YMR032w
YJL020c YMR109w
YJL020c YNL094w
YJL020c YOR081c
YJL020c YOR156c
YJL020c YOR181w
YJL023c YLR449w
YJL024c YPL195w
YJL030w YML094w
YJL030w YMR078c
YJL030w YNL153c
YJL030w YNL218w
YJL030w YNL236w
YJL030w YOR349w
YJL030w YPL017c
YJL030w YPL018w
YJL030w YPR046w
YJL030w YPR135w
YJL030w YPR141c
YJL034w YOR254c
YJL036w YLR262c
YJL041w YLR293c
YJL041w YLR423c
YJL045w YNR028w
YJL046w YLR342w
YJL047c YJR091c
YJL048c YLR368w
YJL052w YNL189w
YJL053w YJL154c
YJL054w YLL006w
YJL054w YOR297c
YJL058c YKL203c
YJL058c YLR447c
YJL058c YML098w
YJL058c YNL201c
YJL059w YLR288c
YJL061w YMR047c
YJL062w YLR087c
YJL062w YOL044w
YJL062w YPL079w
YJL062w YPL213w
YJL064w YNR029c
YJL065c YNR029c
YJL074c YJL113w
YJL074c YMR192w
YJL078c YPL266w
YJL079c YPR086w
YJL084c YOR348c
YJL090c YKL108w
YJL092w YJR043c
YJL092w YKL113c
YJL092w YLR234w
YJL092w YOR355w
YJL092w YPL008w
YJL092w YPR135w
YJL092w YPR164w
YJL094c YLR193c
YJL095w YKL037w
YJL095w YLR200w
YJL095w YML094w
YJL095w YMR307w
YJL095w YNL153c
YJL095w YNL233w
YJL095w YNL271c
YJL095w YOR067c
YJL095w YPL031c
YJL097w YML121w
YJL098w YKR028w
YJL099w YJR118c
YJL099w YKR082w
YJL099w YML115c
YJL099w YNL235c
YJL099w YOL081w
YJL100w YLR295c
YJL100w YOR181w
YJL100w YPL040c
YJL107c YJR091c
YJL110c YKR034w
YJL115w YNL298w
YJL123c YLR262c
YJL124c YJR143c
YJL124c YKL173w
YJL124c YLR342w
YJL124c YLR418c
YJL124c YLR438c-a
YJL124c YML088w
YJL124c YMR056c
YJL124c YMR250w
YJL124c YNL032w
YJL124c YNL147w
YJL124c YNL276c
YJL124c YOR109w
YJL124c YOR375c
YJL136c YLR342w
YJL138c YKR059w
YJL143w YNR017w
YJL148w YJR075w
YJL148w YLR330w
YJL152w YOR281c
YJL153c YJL190c
YJL154c YLR039c
YJL154c YPL031c
YJL157c YOR212w
YJL158c YLR226w
YJL164c YPL203w
YJL166w YJL174w
YJL168c YLR015w
YJL168c YML094w
YJL168c YNL153c
YJL168c YOL012c
YJL168c YOR106w
YJL168c YOR123c
YJL168c YPL073c
YJL168c YPL161c
YJL168c YPR014c
YJL174w YNL020c
YJL174w YNL322c
YJL174w YOR194c
YJL174w YPL192c
YJL176c YLR330w
YJL176c YPR159w
YJL183w YLR113w
YJL183w YLR342w
YJL183w YOR070c
YJL184w YOR117w
YJL187c YNL094w
YJL187c YOR122c
YJL188c YMR307w
YJL190c YLR200w
YJL190c YML094w
YJL190c YNL153c
YJL196c YNL192w
YJL199c YJR091c
YJL199c YLR198c
YJL199c YLR288c
YJL199c YML064c
YJL199c YML092c
YJL199c YPL070w
YJL203w YKR090w
YJL203w YLR067c
YJL203w YOL091w
YJL203w YOL136c
YJL210w YLR288c
YJL215c YOR264w
YJL218w YML064c
YJL218w YNL189w
YJL219w YLR447c
YJL225c YLR295c
YJR001w YJR082c
YJR002w YNL075w
YJR005w YLR014c
YJR006w YLR447c
YJR009c YLR295c
YJR009c YNL189w
YJR010c-a YJR091c
YJR010w YNL189w
YJR011c YNR069c
YJR017c YKL005c
YJR019c YMR047c
YJR020w YNL092w
YJR022w YKR104w
YJR022w YLR133w
YJR022w YLR143w
YJR022w YLR269c
YJR022w YLR438c-a
YJR022w YMR268c
YJR022w YNL050c
YJR022w YNL242w
YJR022w YOL031c
YJR022w YOR076c
YJR022w YOR167c
YJR022w YPR017c
YJR033c YLR039c
YJR033c YLR262c
YJR037w YLR295c
YJR037w YNL189w
YJR038c YJR091c
YJR040w YLR039c
YJR042w YPL169c
YJR043c YJR075w
YJR043c YLR234w
YJR043c YNL102w
YJR043c YNL273w
YJR043c YOR025w
YJR043c YOR368w
YJR043c YPL194w
YJR048w YNL334c
YJR049c YMR047c
YJR050w YJR091c
YJR050w YLR297w
YJR053w YLR078c
YJR053w YLR103c
YJR053w YLR200w
YJR053w YML064c
YJR053w YML094w
YJR053w YNL250w
YJR053w YOR026w
YJR053w YOR326w
YJR055w YLR342w
YJR055w YNL192w
YJR056c YML064c
YJR056c YNL189w
YJR056c YNR012w
YJR057w YKL032c
YJR057w YKL098w
YJR057w YKL113c
YJR057w YKL114c
YJR057w YLR234w
YJR057w YLR235c
YJR057w YNL299w
YJR057w YPL194w
YJR060w YLR262c
YJR060w YMR094w
YJR060w YOL145c
YJR063w YJR113c
YJR063w YLR288c
YJR065c YKL013c
YJR065c YPR086w
YJR066w YNL006w
YJR070c YLR103c
YJR070c YNL092w
YJR070c YNL141w
YJR072c YLR150w
YJR072c YOR262w
YJR073c YLR039c
YJR073c YMR307w
YJR073c YNL322c
YJR074w YOR185c
YJR075w YJR084w
YJR075w YKR020w
YJR075w YKR082w
YJR075w YLR087c
YJR075w YLR360w
YJR075w YML071c
YJR075w YML115c
YJR075w YNL322c
YJR075w YNR005c
YJR075w YNR051c
YJR075w YPL050c
YJR075w YPL172c
YJR076c YML109w
YJR076c YOR084w
YJR076c YPL161c
YJR077c YLR288c
YJR079w YMR047c
YJR082c YLR217w
YJR082c YNL051w
YJR082c YNL094w
YJR082c YOL105c
YJR082c YPR096c
YJR083c YLR288c
YJR083c YLR295c
YJR084w YMR048w
YJR086w YOR212w
YJR087w YJR091c
YJR090c YKL048c
YJR090c YMR032w
YJR091c YJR133w
YJR091c YKL111c
YJR091c YKL138c
YJR091c YKL146w
YJR091c YKR037c
YJR091c YKR040c
YJR091c YKR087c
YJR091c YKR105c
YJR091c YLL065w
YJR091c YLR009w
YJR091c YLR059c
YJR091c YLR068w
YJR091c YLR092w
YJR091c YLR118c
YJR091c YLR153c
YJR091c YLR156w
YJR091c YLR248w
YJR091c YLR283w
YJR091c YLR292c
YJR091c YLR333c
YJR091c YLR370c
YJR091c YLR379w
YJR091c YML013w
YJR091c YML018c
YJR091c YML126c
YJR091c YMR049c
YJR091c YMR104c
YJR091c YMR197c
YJR091c YMR202w
YJR091c YMR253c
YJR091c YMR278w
YJR091c YNL024c
YJR091c YNL032w
YJR091c YNL092w
YJR091c YNL146w
YJR091c YNL171c
YJR091c YNL214w
YJR091c YNL266w
YJR091c YNR048w
YJR091c YOL072w
YJR091c YOL145c
YJR091c YOR008c
YJR091c YOR167c
YJR091c YOR209c
YJR091c YOR303w
YJR091c YOR314w
YJR091c YOR317w
YJR091c YPL032c
YJR091c YPL088w
YJR091c YPL140c
YJR091c YPL158c
YJR091c YPL219w
YJR091c YPL270w
YJR091c YPL271w
YJR091c YPR003c
YJR091c YPR047w
YJR091c YPR050c
YJR091c YPR120c
YJR091c YPR148c
YJR091c YPR178w
YJR093c YKR002w
YJR093c YLR115w
YJR093c YLR277c
YJR093c YMR061w
YJR093c YNL092w
YJR099w YOR047c
YJR100c YLR295c
YJR102c YPL002c
YJR104c YLR103c
YJR104c YLR369w
YJR104c YPR135w
YJR104c YPR141c
YJR105w YLR301w
YJR112w YLR086w
YJR112w YLR200w
